created_at,query,statuses_count,followers_count,friends_count,user_location,full_text,cleaned,class
Thu Feb 17 01:52:53 +0000 2022,Boris Johnson,4567,1409,1116,Usa,"Senior US and UK defence officials are converging on Adelaide to inspect the Osborne shipyards, as Scott Morrison and Boris Johnson hold fresh talks on the #AUKUS pact @theTiser #auspol https://t.co/ct2s58eIls",senior defence official converging adelaide inspect osborne shipyard scott morrison hold fresh talk pact,1
Thu Feb 17 02:05:56 +0000 2022,Boris Johnson,28814,1254,2450,Usa,"@laurenboebert I watched a montage of prime ministers Justin Trudeau of Canada and Boris Johnson of Britain, and French President Emmanuel Macron, all condemning the attempted coup on the Capitol launched at the urging and on behalf of President Trump. 
https://t.co/UyxzMGfzEY",watched montage prime minister justin trudeau canada britain french president condemning attempted coup capitol launched urging behalf president trump,1
Thu Feb 17 02:04:26 +0000 2022,Boris Johnson,22161,1548,4909,England,"@Heebeejeebeez1 Russia is in Withdrawal, because there was never a threat in the first place! A Biden/Boris Johnson Hoax &amp; Money grab on energy profits! Who actually bought this shish story? This was all a Reuse. Putin played along, to ensure energy prices go up &amp; So Putin/Biden get rich!",russia withdrawal never threat first place hoax amp money grab energy profit actually bought shish story reuse putin played along ensure energy price amp get rich,-1
Thu Feb 17 02:29:35 +0000 2022,Boris Johnson,5815,644,61,Japan,"UK Labour Party Leader Keir Starmer encourages Prime Minister Boris Johnson to return £2.3 million (US$3.1 million) in ""dirty"" Russian-linked cash donated to the UK ruling party; says it is necessary to reduce Russian influence on the UK. (JJ) #UK #BorisJohnson #KeirStarmer",labour party leader keir starmer encourages prime minister return million million dirty cash donated ruling party say necessary reduce russian influence,-1
Thu Feb 17 02:49:29 +0000 2022,Boris Johnson,45454,8204,2108,England,"UK PM must return Russia-linked cash donated to Tories, says Starmer https://t.co/6DCjMEMH0e",must return cash donated tory say starmer,0
Thu Feb 17 03:10:21 +0000 2022,Boris Johnson,987195,5962886,245,India,"British Prime Minister Boris Johnson said there was ""currently little evidence of Russia disengaging"" from its military buildup near Ukraine, in a phone call with United Nations Secretary-General Antonio Guterres

#World #BorisJohnson 

https://t.co/6cY2MgeXhQ",british prime minister said currently little evidence russia disengaging military buildup near phone call united nation antonio guterres,0
Thu Feb 17 03:35:05 +0000 2022,Boris Johnson,32479,990,197,England,"Ukraine crisis: Boris Johnson plans further talks with world leaders as Downing Street warns of 'critical juncture' | World News

 Boris Johnson will hold...
https://t.co/mFblJrMjNg",crisis plan talk world leader downing street warns juncture world news hold,-1
Thu Feb 17 04:12:14 +0000 2022,Boris Johnson,358,9,475,Usa,"Top
Breaking
Boris Johnson has urged Russia to ""step back"" from any military action against Ukraine, saying the UK ""stands shoulder to shoulder"" with Kyiv - but Russia has blamed the US for escalating tensions.
https://t.co/9Q37vBUwUq

#USA #CA #UK #AUS #NZ https://t.co/Ce6Taybl40",top breaking urged russia step back military action saying stand shoulder shoulder kyiv russia blamed escalating tension,-1
Wed Feb 16 20:59:20 +0000 2022,elon musk,14091,1362,1660,Usa,"No surprises here....
Elon Musk’s brain chip company, Neuralink, faces animal abuse claims
https://t.co/4X9nQUab0o",surprise brain chip company neuralink face animal abuse claim,0
Wed Feb 16 20:52:39 +0000 2022,elon musk,120660,534,505,England,#ElonMusk’s brain chip startup is facing a slew of animal abuse accusations. https://t.co/yex7vvNPB7 (via@Complex) #news #breaking #tech #invest #investors,brain chip startup facing slew animal abuse accusation via,-1
Wed Feb 16 20:49:00 +0000 2022,elon musk,44341,1594,1097,Usa,Standing in front of the Tesla showroom in the mall with a cardboard sign that says Elon Musk Is Gay And Also Cheugy,standing front tesla showroom mall cardboard sign say gay also cheugy,-1
Wed Feb 16 20:42:56 +0000 2022,elon musk,311,2,8,Usa,@Seawrig09603671 Elon is making up the tax this year and it is more than you and I pay in our lifetime. Good job mr. musk.,making tax year pay lifetime good job,1
Wed Feb 16 21:28:13 +0000 2022,elon musk,2814,333,276,Usa,Elon Musk tells Twitter user Tesla self-driving features coming to Canada https://t.co/8JKsPHhEME via @ElectricAutonmy,tell twitter user tesla feature coming canada via,1
Wed Feb 16 21:21:15 +0000 2022,elon musk,12756,1600,1956,India,"Tesla CEO Elon Musk donates $5.7 billion in stock but the UN Food Program receives nothing
https://t.co/aNZpfUSWTE
#tesla #elonmusk #UnitedNations",tesla ceo donates billion stock food program receives nothing,-1
Wed Feb 16 21:10:52 +0000 2022,elon musk,13668,287,127,Usa,Elon musk wants to send people  to space. I want to send people to war. We are not the same,want send people space want send people war,0
Wed Feb 16 21:09:54 +0000 2022,elon musk,19366,412,795,Usa,@Seawrig09603671 Elon Musk paid 11 billion last year by selling Tesla stock… not sure I follow.,paid billion last year selling tesla sure follow,1
Wed Feb 16 21:41:50 +0000 2022,elon musk,358,3,11,Usa,Tesla predicts ((name)) Elon Musk has compile 'an aural super Space Heater' that will demolish the Rice Cooker industry forever. Says Meta.,tesla predicts name compile aural super space heater demolish rice cooker industry forever say meta,1
Wed Feb 16 21:53:28 +0000 2022,elon musk,75058,1497,4453,Usa,I didn’t expect Elon Musk to have endorsed Democrats in the 2020 election. Hopefully the same will happen in 2024 to bring in his minions against Trump the Antichrist. https://t.co/0mh7ijr0ot,expect endorsed democrat election hopefully happen bring minion trump antichrist,1
Wed Feb 16 22:09:17 +0000 2022,elon musk,94,5,65,Usa,"@elonmusk Elon Musk. I have been following you on Instagram forever until a lady Robyn Denholm (who says she is a board member at Tesla) advised me to reach out to you through Twitter or your foundations. I applied for a grant from your foundation, was approved, is this legitimate? Please",following instagram forever lady robyn denholm say board member tesla advised reach twitter foundation applied grant foundation approved legitimate please,0
Wed Feb 16 22:04:09 +0000 2022,elon musk,218291,1715,1771,Usa,Tesla Will Pay $0 Federal Tax Despite Elon Musk’s $11 Billion Personal Tax Bill https://t.co/xLswUaPIbx,tesla pay federal tax despite billion personal tax bill,0
Wed Feb 16 22:03:06 +0000 2022,elon musk,43152,157016,2068,Usa,"Elon Musk sold 5,044,000 Tesla shares last November, and the nearly $6 billion bounty was given to charity, according to the SEC. But who received it?  https://t.co/cZ5hLirgt6",sold tesla share last november nearly billion bounty given charity according sec received,1
Wed Feb 16 22:36:43 +0000 2022,elon musk,6099,296,702,Usa,"Someone tell Trump that when he doesn't pay taxes, the debt falls onto the American people. So he and Elon musk are stealing from the taxpayers.",someone tell trump pay tax debt fall onto american people stealing taxpayer,-1
Wed Feb 16 23:08:53 +0000 2022,elon musk,155,4,14,England,"@MariusFabry @xDreamCoding @SciGuySpace @elonmusk Nobody is ""at the mercy of Elon Musk"". Boeing and the rest of the US launch business have refused to innovate for decades. They are still launching vehicles that started life as ballistic missiles in the Cold War. They aren't designed to economically lift cargo to orbit.",nobody mercy boeing rest launch business refused innovate decade still launching vehicle started life ballistic missile cold war designed economically lift cargo orbit,-1
Wed Feb 16 23:25:24 +0000 2022,elon musk,52311,924,4240,Usa,Elon Musk’s Neuralink fends off animal abuse claims after criticism of its treatment of monkeys https://t.co/OoJiUYp8IQ via @mercnews,neuralink fends animal abuse claim criticism treatment monkey via,1
Wed Feb 16 23:21:08 +0000 2022,elon musk,236485,21861,23510,Usa,Elon Musk Says Tesla Doesn’t Make Political Contributions Even Though It Absolutely Does  https://t.co/GoGTmJnVxo,say tesla make political contribution even though absolutely,-1
Thu Feb 17 01:26:13 +0000 2022,elon musk,307,23,35,Usa,"@Seawrig09603671 Elon musk allegedly paid more taxes this year than any politician, US president, or congressman in all of American history COMBINED have paid in their entire life times 

What do you teach? I’m in….",allegedly paid tax year politician president congressman american history combined paid entire life time teach,1
Thu Feb 17 01:46:01 +0000 2022,elon musk,95174,4722,1547,Usa,"If you like Elon Musk BECAUSE he's similar to Trump, I'mma need you to turn in your human empathy card. https://t.co/QbN6aBzIVM",like similar trump need turn human empathy card,1
Thu Feb 17 01:43:46 +0000 2022,elon musk,5113,11,47,Usa,It’s just too bad ELON MUSK IS AFRICAN AMERICAN. NOT AMERICAN AFRICAN OR HE COULD RUN FOR PRESIDENT OF 🇺🇸  @elonmusk https://t.co/KlWicri2LN,bad african american american african could run president,-1
Wed Feb 16 21:04:04 +0000 2022,joe biden,1799991,4115,3750,England,"'Clueless!' Joe Biden branded 'absolute disaster' for 'humiliating' US on world stage - Daily Express: He told https://t.co/hPU3yuiBTr: ""Biden's first year as President has been an absolute disaster, both for the US and the free world. https://t.co/wLep9TkATf",branded disaster world stage daily express told biden first year president absolute disaster free world,-1
Wed Feb 16 21:03:53 +0000 2022,joe biden,1564,472,510,Usa,"If there has ever been a President that needs to be spied on, it’s Joe Biden! He’s apt to sell his soul and this country, so his family gains more wealth!",ever president need spied apt sell soul country family gain wealth,1
Wed Feb 16 21:03:32 +0000 2022,joe biden,49041,37697,36592,Usa,"President Joe Biden has rejected a request by former President Donald Trump to shield White House visitor logs from the committee investigating the January 6, 2021, attack on the Capitol, including appointments for individuals granted entry to the White House complex that day.",president rejected request former president donald trump shield white house visitor log committee investigating january attack capitol including appointment individual granted entry white house complex day,1
Wed Feb 16 21:02:47 +0000 2022,joe biden,203702,161868,713,Usa,The call between President Joe Biden and Russian President Vladimir Putin was part of an increased urgency toward de-escalation by the administration. https://t.co/Y8Ahg2TDxt,call president russian president vladimir putin part increased urgency toward administration,1
Wed Feb 16 21:01:08 +0000 2022,joe biden,54288,1866,2289,Usa,"Joe Manchin Gives Hard “No” to Another Major Biden Nominee, Likely Killing Nomination https://t.co/u1vgadtFVT",joe manchin give hard another major biden nominee likely killing nomination,-1
Wed Feb 16 21:00:46 +0000 2022,joe biden,11154,14348,289,Usa,TRUMP LOSES AGAIN!!! Joe Biden Releases Trump's Secret White House Visitor Logs! https://t.co/5PX19JCpbG,trump loses release trump secret white house visitor log,1
Wed Feb 16 21:00:01 +0000 2022,joe biden,229204,166004,5568,Usa,"With the continuing threat of Russia invading Ukraine, a foreign policy crisis is colliding with one of President Joe Biden's political vulnerabilities: rising gasoline prices at home. https://t.co/195HYmEZc5",continuing threat russia invading foreign policy crisis colliding one president political vulnerability rising gasoline price home,-1
Wed Feb 16 21:00:01 +0000 2022,joe biden,309951,906266,45,UAE,"President Joe Biden is ordering the release of Trump #WhiteHouse visitor logs to the House committee investigating the #riot of January 6, 2021, once more rejecting former President Donald Trump’s claims of executive privilege.

https://t.co/jOoSslXyTG",president ordering release trump visitor log house committee investigating january rejecting former president donald trump claim executive privilege,1
